Bogey	2
Saturday	2
more	2
Patrick	2
To	2
therapy	2
set	2
will	2
God	2
anything	2
stupid	2
decisions	2
care	2
freak	2
friend	2
even	2
means	2
forget	2
normal	2
torture	2
why	2
ask	2
unless	2
story	2
s	2
who	2
Kat	2
friends	2
sleep	2
they	2
case	2
awhile	2
while	2
talking	2
wasn't	2
piss	2
He's	2
ass	2
choice	2
Besides	2
We	2
busy	2
time	2
Hey	2
side	2
state	2
French	2
here	2
We're	2
give	2
cool	2
off	2
don	2
decided	2
drunk	2
food	2
alone	2
hundred	2
Do	2
Forget	2
bucks	2
When	2
gets	2
Something	2
dress	2
It	2
fun	2
William	2
paid	2
still	2
There's	2
Has	2
anyone	2
else	2
covered	2
Maybe	2
left	2
urlhttpwwwtedcomtalksdavidgalloonlifeinthedeepoceansurl	1
keywordstalks	1
TED	1
Conference	1
animals	1
geology	1
oceans	1
science	1
submarine	1
technologykeywords	1
speakerDavid	1
Gallospeaker	1
talkidtalkid	1
titleDavid	1
Life	1
deep	1
oceanstitle	1
descriptionTED	1
Talk	1
Subtitles	1
Transcript	1
vibrant	1
video	1
clips	1
captured	1
submarines	1
David	1
takes	1
Earth's	1
darkest	1
most	1
violent	1
toxic	1
beautiful	1
habitats	1
valleys	1
volcanic	1
ridges	1
oceans'	1
depths	1
bizarre	1
resilient	1
shockingly	1
abundantdescription	1
They	1
hope	1
Let's	1
learn	1
sometimes	1
become	1
persona	1
quit	1
eventually	1
Me	1
endless	1
blonde	1
babble	1
boring	1
listen	1
Guillermo	1
lighter	1
Tons	1
believe	1
share	1
art	1
instructor	1
Looks	1
worked	1
tonight	1
All	1
dip	1
smokes	1
Lesbian	1
picture	1
Jared	1
Leto	1
drawers	1
pretty	1
she's	1
harboring	1
samesex	1
tendencies	1
workin'	1
seem	1
goin'	1
word	1
There	1
our	1
Find	1
Wench	1
Date	1
progressing	1
such	1
Right	1
See	1
ready	1
quiz	1
Let	1
see	1
shame	1
mercy	1
particularly	1
hideous	1
breed	1
loser	1
fault	1
proper	1
introduction	1
asking	1
cute	1
name	1
again	1
hacking	1
gagging	1
spitting	1
part	1
Please	1
quick	1
Roxanne	1
Korrine	1
Andrew	1
Barrett	1
having	1
incredibly	1
horrendous	1
public	1
break	1
quad	1
Again	1
re	1
home	1
minutes	1
Sometimes	1
wonder	1
Combination	1
More	1
practically	1
proposed	1
same	1
dermatologist	1
Dr	1
Bonchowski	1
exactly	1
relevant	1
Great	1
wanna	1
change	1
Listen	1
agent	1
shot	1
being	1
Prada	1
gay	1
cruise	1
line	1
wearing	1
uniform	1
yeah	1
Sears	1
catalog	1
tube	1
sock	1
gig	1
huge	1
ad	1
Queen	1
Harry	1
week	1
Exactly	1
Lowenbrau's	1
woman	1
complete	1
fruitloop	1
damage	1
send	1
forever	1
keep	1
locked	1
dark	1
experience	1
enough	1
repeat	1
mistakes	1
would've	1
instead	1
helping	1
hold	1
hostage	1
wish	1
luxury	1
asked	1
won	1
welcome	1
social	1
advice	1
Mandella's	1
allowed	1
obsess	1
dead	1
Can't	1
wretched	1
suck	1
bothering	1
Lowenstein's	1
becoming	1
potential	1
smack	1
Where've	1
missing	1
goes	1
hot	1
rod	1
bend	1
rules	1
she'll	1
scare	1
Promise	1
boys	1
present	1
Kat's	1
forbid	1
Gloria	1
Steinem	1
must	1
attempting	1
small	1
study	1
group	1
neither	1
starts	1
discussion	1
sent	1
'em	1
through	1
Never	1
Didn't	1
pegged	1
fan	1
Aren't	1
preteen	1
bellybutton	1
ring	1
Best	1
scenario	1
payroll	1
m	1
hell	1
kind	1
'guy	1
picks	1
carries	1
Hell	1
whole	1
head	1
favorite	1
band	1
Dead	1
fortyone	1
lung	1
cancer	1
issue	1
He'll	1
himself	1
joy	1
ultimate	1
kiss	1
In	1
we'll	1
schoolwide	1
blow	1
enemy	1
orchestrating	1
battle	1
position	1
power	1
pretend	1
calling	1
shots	1
setting	1
woo	1
gotta	1
few	1
clients	1
Wall	1
Street	1
You'd	1
outrank	1
Strictly	1
Alist	1
serious	1
whacked	1
sold	1
his	1
liver	1
black	1
market	1
buy	1
speakers	1
criminal	1
lit	1
trooper	1
fire	1
Alcatraz	1
makes	1
he'll	1
teach	1
dazzle	1
charm	1
falls	1
love	1
Bianca's	1
consecrate	1
Guess	1
signed	1
tutor	1
shiteating	1
grin	1
girls	1
used	1
many	1
people	1
Thirtytwo	1
couple	1
outnumbered	1
cows	1
though	1
North	1
How'd	1
C'mon	1
tour	1
worst	1
kissed	1
needs	1
day	1
nail	1
remember	1
playing	1
tomorrow	1
Likes	1
Thai	1
feminist	1
prose	1
angry	1
stinky	1
music	1
indierock	1
persuasion	1
What've	1
strictly	1
non	1
prisonmovie	1
type	1
Leave	1
Away	1
They're	1
running	1
rest	1
month	1
vintage	1
Haven't	1
reading	1
Sassy	1
Dorsey	1
limothe	1
flowers	1
Another	1
tux	1
deal's	1
deal	1
upped	1
price	1
Watching	1
bitch	1
trash	1
car	1
count	1
as	1
shell	1
fifty	1
expect	1
results	1
Take	1
leave	1
negotiation	1
catch	1
pick	1
tab	1
honors	1
money	1
Sparky	1
Two	1
legs	1
rack	1
better	1
fuck	1
heavily	1
invested	1
hear	1
helpin'	1
Does	1
purpose	1
chat	1
lost	1
honey	1
haven't'	1
progressed	1
fullon	1
hallucinations	1
okay	1
anyway	1
dates	1
puked	1
rejected	1
big	1
favor	1
backfired	1
cares	1
fear	1
Any	1
precious	1
Don't	1
tiara	1
appreciate	1
efforts	1
toward	1
speedy	1
death	1
consuming	1
proven	1
gone	1
imagine	1
during	1
sex	1
An	1
attempted	1
slit	1
Block	1
E	1
incapable	1
interesting	1
Random	1
skid	1
Don	1
dare	1
fucked	1
fell	1
cash	1
Some	1
asshole	1
Fender	1
Strat	1
bought	1
Really	1
payment	1
bonus	1
sleeping	1
By	1
person	1
truly	1
setup	1
worse	1
freshman	1
yearbook	1
last	1
She'd	1
lived	1
grandfather	1
died	1
stayed	1
jail	1
Marilyn	1
Manson	1
slept	1
Spice	1
Girl	1
spent	1
sitting	1
grandma	1
couch	1
watching	1
Wheel	1
Fortune	1
grandmother's	1
Scurvy's	1
His	1
convicted	1
Where'd	1
Nothing	1
nothing	1
pleasure	1
company	1
motive	1
tradition	1
request	1
command	1
amazingly	1
selfassured	1
Tell	1
true	1
Hearsay	1
Fallacy	1
For	1
disappointed	1
screwed	1
disappoint	1
start	1
Yes	1
what's	1
excuse	1
soft	1
how'd	1
Chapin	1
other	1
ridiculous	1
win	1
respect	1
stayin'	1
Try	1
lookin'	1
angle	1
afraid	1
heights	1
sprung	1
dickhead	1
cruised	1
effect	1
Unwelcome	1
someone	1
panties	1
twist	1
Wholesome	1
offense	1
without	1
likes	1
dad	1
pain	1
father	1
wouldn't	1
approve	1
why'd	1
Busy	1
saw	1
laid	1
sit	1
find	1
die	1
patronizing	1
fine	1
Funny	1
getting	1
trashed	1
Isn't	1
these	1
Bikini	1
Kill	1
Raincoats	1
they're	1
Depends	1
topic	1
fenders	1
whip	1
into	1
verbal	1
frenzy	1
following	1
vomit	1
warrant	1
strong	1
emotion	1
lot	1
than	1
places	1
you've	1
Pick	1
Friday	1
guy's	1
attention	1
Woman	1
ya	1
doin'	1
impressed	1
Which	1
parts	1
dance	1
Was	1
understand	1
allure	1
dehydrated	1
hip	1
bikers	1
Big	1
Full	1
sperm	1
East	1
Coast	1
trust	1
choices	1
matter	1
making	1
punishing	1
seizure	1
Enough	1
reviewer	1
hrefhttpwwwtedcomprofilesElena	1
Montrasioreviewer	1
translator	1
hrefhttpwwwtedcomprofilesGeoffrey	1
Chentranslator	1
